"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","y"
"20712",39,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",5,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"40987",84,"retired","divorced","basic.4y","unknown","yes","yes","cellular","oct","mon",4,3,1,"success",-1.1,94.601,-49.5,"no"
"36897",31,"technician","single","university.degree","no","yes","yes","cellular","jun","fri",5,999,0,"nonexistent",-2.9,92.963,-40.8,"no"
"24836",31,"admin.","divorced","university.degree","no","yes","no","telephone","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"4345",32,"unknown","unknown","university.degree","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"23266",47,"technician","divorced","high.school","no","yes","no","cellular","aug","wed",5,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"24996",50,"entrepreneur","married","basic.9y","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"1961",53,"admin.","divorced","high.school","no","yes","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"33286",34,"admin.","divorced","university.degree","no","yes","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"25734",36,"admin.","married","university.degree","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"20350",50,"blue-collar","married","professional.course","unknown","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"20018",43,"admin.","married","university.degree","unknown","no","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"16755",29,"blue-collar","single","basic.6y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"10493",48,"services","divorced","basic.6y","unknown","yes","no","telephone","jun","tue",8,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"13538",56,"admin.","married","basic.4y","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"1937",48,"admin.","married","basic.9y","no","no","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"33388",36,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"7153",46,"management","married","university.degree","unknown","yes","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"31336",44,"blue-collar","married","basic.6y","no","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"5352",37,"admin.","single","high.school","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"33332",43,"technician","single","university.degree","no","no","yes","telephone","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"32154",33,"services","single","high.school","no","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"26131",39,"housemaid","divorced","high.school","no","no","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,"no"
"27562",43,"technician","married","university.degree","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"21639",45,"blue-collar","married","unknown","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"28091",50,"admin.","married","unknown","no","yes","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"24636",43,"management","married","university.degree","no","yes","no","telephone","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"41006",63,"unknown","married","professional.course","no","no","no","cellular","oct","thu",1,6,1,"success",-1.1,94.601,-49.5,"no"
"21496",32,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"14025",28,"housemaid","married","high.school","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"4013",31,"blue-collar","single","basic.9y","no","no","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"7957",40,"technician","single","professional.course","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"35718",48,"services","married","high.school","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"13877",56,"technician","married","professional.course","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"4397",47,"admin.","married","university.degree","unknown","no","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"34220",29,"blue-collar","single","basic.9y","no","no","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,"no"
"29826",47,"technician","married","basic.9y","no","yes","no","cellular","apr","mon",2,999,1,"failure",-1.8,93.075,-47.1,"no"
"23309",60,"retired","married","professional.course","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"3777",53,"technician","married","high.school","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"15081",34,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"6485",35,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"15028",40,"services","married","basic.9y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"8377",40,"technician","married","professional.course","no","no","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"39034",61,"admin.","married","university.degree","no","no","no","cellular","dec","mon",1,999,1,"failure",-3,92.713,-33,"no"
"4028",32,"admin.","married","university.degree","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"32819",36,"admin.","married","high.school","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"16727",26,"blue-collar","married","basic.6y","no","no","no","cellular","jul","wed",5,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"12493",27,"admin.","single","university.degree","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"6910",35,"services","married","high.school","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"7779",29,"services","divorced","high.school","no","no","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"19971",38,"technician","married","professional.course","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"20765",52,"housemaid","married","basic.6y","unknown","no","no","cellular","aug","wed",11,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"35469",46,"admin.","divorced","basic.6y","no","no","no","cellular","may","mon",7,999,1,"failure",-1.8,92.893,-46.2,"no"
"23150",48,"services","married","basic.4y","unknown","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"27412",33,"self-employed","married","university.degree","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"29805",33,"admin.","single","university.degree","unknown","no","no","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"1569",31,"blue-collar","single","basic.9y","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"7829",25,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"24340",56,"management","married","university.degree","no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,"no"
"23843",43,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"18786",33,"technician","married","university.degree","no","yes","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"15959",27,"admin.","single","university.degree","no","no","no","telephone","jul","mon",9,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"35300",34,"admin.","single","high.school","no","no","yes","telephone","may","fri",5,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"37888",53,"admin.","married","university.degree","unknown","yes","no","cellular","sep","tue",5,999,0,"nonexistent",-3.4,92.379,-29.8,"no"
"24676",50,"entrepreneur","married","university.degree","unknown","yes","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,"no"
"4820",31,"management","married","basic.9y","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"36921",36,"admin.","single","high.school","no","yes","no","cellular","jun","tue",1,999,1,"failure",-2.9,92.963,-40.8,"no"
"40223",21,"student","single","basic.9y","no","no","no","telephone","jul","thu",1,999,0,"nonexistent",-1.7,94.215,-40.3,"no"
"3599",48,"technician","married","professional.course","unknown","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"17670",57,"admin.","married","professional.course","no","unknown","unknown","cellular","jul","mon",6,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"18393",35,"technician","married","professional.course","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"8416",40,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"31957",28,"student","single","university.degree","unknown","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"38335",39,"technician","married","university.degree","no","yes","no","cellular","oct","fri",1,7,2,"failure",-3.4,92.431,-26.9,"no"
"6477",43,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"10867",56,"management","married","university.degree","no","no","no","telephone","jun","wed",4,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"7761",24,"entrepreneur","married","university.degree","unknown","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"35529",33,"unemployed","married","basic.4y","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"30148",31,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"34444",27,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"29443",36,"blue-collar","single","professional.course","unknown","yes","yes","telephone","apr","mon",3,999,1,"failure",-1.8,93.075,-47.1,"no"
"8482",36,"admin.","married","university.degree","no","yes","no","telephone","jun","tue",11,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"13578",37,"technician","married","university.degree","unknown","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"35566",41,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"10970",56,"technician","single","university.degree","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"5132",48,"technician","married","high.school","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"13826",52,"admin.","married","high.school","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"32287",32,"blue-collar","single","basic.9y","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"38211",38,"admin.","married","university.degree","no","yes","no","cellular","oct","wed",1,999,0,"nonexistent",-3.4,92.431,-26.9,"no"
"22097",55,"admin.","married","university.degree","unknown","no","no","cellular","aug","wed",6,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"18548",48,"management","married","university.degree","no","no","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"9229",54,"blue-collar","married","basic.9y","unknown","unknown","unknown","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"21394",40,"technician","single","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"6754",49,"blue-collar","married","basic.9y","unknown","no","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"34315",26,"student","single","unknown","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"29839",46,"services","divorced","high.school","unknown","yes","no","cellular","apr","mon",2,999,1,"failure",-1.8,93.075,-47.1,"no"
"28955",39,"admin.","single","high.school","no","yes","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"29867",33,"housemaid","married","basic.4y","no","yes","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"32123",31,"admin.","married","high.school","no","yes","no","cellular","may","fri",5,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"5946",37,"blue-collar","married","basic.4y","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"34638",40,"technician","single","professional.course","unknown","yes","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"28167",57,"blue-collar","married","high.school","no","yes","yes","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"13254",49,"blue-collar","single","basic.4y","unknown","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"28195",40,"blue-collar","married","basic.9y","no","no","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,"no"
"16238",24,"admin.","single","high.school","no","unknown","unknown","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"7692",44,"technician","married","professional.course","no","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"20083",35,"admin.","single","university.degree","no","yes","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"534",35,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"23982",48,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","fri",6,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"15564",28,"admin.","single","unknown","no","yes","no","cellular","jul","fri",5,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"10787",43,"blue-collar","married","basic.6y","unknown","yes","yes","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"12266",34,"management","married","university.degree","no","yes","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"20942",32,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"10479",37,"admin.","married","high.school","no","no","no","telephone","jun","tue",16,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"8362",34,"admin.","married","university.degree","unknown","no","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,"no"
"33561",46,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,"no"
"22652",47,"technician","married","professional.course","no","yes","yes","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,"no"
"18205",41,"management","married","university.degree","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"5989",32,"technician","single","high.school","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"no"
"24007",52,"technician","married","professional.course","no","yes","yes","telephone","oct","mon",1,999,0,"nonexistent",-0.1,93.798,-40.4,"no"
"14358",27,"admin.","single","high.school","no","yes","no","telephone","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"18412",48,"entrepreneur","married","university.degree","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"no"
"33159",35,"blue-collar","married","high.school","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,"no"
"39917",35,"technician","divorced","professional.course","no","yes","yes","cellular","jun","wed",1,999,0,"nonexistent",-1.7,94.055,-39.8,"no"
